week,name,grosses,potential_gross,grosses_percentage,average_ticket,top_ticket,seat_sold,total_seat,per,seat_percentage
1999-03-21,RENT,"$514,643","$528,739",97.3%,$54.08,$75,9517,9448,8,100.7%
1999-03-21,SIDE MAN,"$124,382","$308,686",40.3%,$29.81,$60,4172,6440,8,64.8%
1999-03-21,SMOKEY JOE'S CAFE,"$346,685","$611,820",56.7%,$49.55,$75,6997,9696,8,72.2%
1999-03-21,THE LION IN WINTER,"$161,300","$239,520",67.3%,$43.82,$60,3681,3992,8,92.2%
1999-03-21,THE LION KING,"$851,059","$903,150",94.2%,$59.87,$80,14214,14032,8,101.3%
1999-03-21,THE PHANTOM OF THE OPERA,"$665,068","$738,581",90.0%,$55.41,$75,12003,12856,8,93.4%
1999-03-21,THE SCARLET PIMPERNEL,"$505,912","$832,827",60.7%,$41.05,$75,12325,13680,8,90.1%
1999-03-21,THE SOUND OF MUSIC,"$422,707","$744,624",56.8%,$51.51,$75,8206,11496,8,71.4%
1999-03-21,TITANIC,"$413,358","$715,255",57.8%,$40.89,$75,10108,11800,8,85.7%
1999-03-21,VIA DOLOROSA,"$93,095","$297,275",31.3%,$30.16,$55,3087,6120,8,50.4%
1999-03-21,YOU'RE A GOOD MAN CHARLIE BROWN,"$194,550","$534,956",36.4%,$44.01,$75,4421,8768,8,50.4%
1999-03-14,ANNIE GET YOUR GUN,"$611,897","$790,214",77.4%,$53.76,$75,11382,12760,8,89.2%
1999-03-14,ART,"$285,082","$456,072",62.5%,$40.21,$60,7089,8576,8,82.7%
1999-03-14,BAND IN BERLIN,"$86,970","$305,760",28.4%,$38.21,$65,2276,4704,8,48.4%
1999-03-14,BEAUTY AND THE BEAST,"$561,700","$807,286",69.6%,$53.99,$75,10404,13920,8,74.7%
1999-03-14,CABARET,"$497,994","$560,680",88.8%,$70.09,$85,7105,7360,8,96.5%
1999-03-14,CATS,"$347,022","$717,669",48.4%,$43.44,$70,7988,11856,8,67.4%
1999-03-14,CHICAGO,"$652,642","$649,630",100.5%,$58.41,$75,11173,11680,8,95.7%
1999-03-14,CLOSER,"$211,886","$361,828",58.6%,$40.61,$60,5218,7063,7,73.9%
1999-03-14,ELECTRA,"$251,684","$354,753",70.9%,$40.28,$60,6248,7602,7,82.2%
1999-03-14,FOOTLOOSE,"$408,240","$668,386",61.1%,$51.99,$75,7853,10784,8,72.8%
1999-03-14,FOSSE,"$576,486","$641,659",89.8%,$67.71,$75,8514,9128,8,93.3%
1999-03-14,JEKYLL AND HYDE,"$406,313","$550,486",73.8%,$52.74,$75,7704,8512,8,90.5%
1999-03-14,LES MISÉRABLES - ORIGINAL,"$477,817","$604,476",79.0%,$42.31,$75,11292,11336,8,99.6%
1999-03-14,MISS SAIGON,"$527,709","$629,523",83.8%,$40.20,$75,13126,13944,8,94.1%
1999-03-14,NIGHT MUST FALL,"$170,130","$304,966",55.8%,$31.97,$60,5322,7264,8,73.3%
1999-03-14,NOT ABOUT NIGHTINGALES,"$166,608","$263,232",63.3%,$45.40,$65,3670,4488,8,81.8%
1999-03-14,RAGTIME 1997-2000,"$731,552","$892,172",82.0%,$51.29,$75,14262,14496,8,98.4%
1999-03-14,RENT,"$517,307","$528,739",97.8%,$54.42,$75,9505,9448,8,100.6%
1999-03-14,SIDE MAN,"$122,885","$308,686",39.8%,$29.63,$60,4147,6440,8,64.4%
1999-03-14,SMOKEY JOE'S CAFE,"$310,700","$611,820",50.8%,$43.64,$75,7120,9696,8,73.4%
1999-03-14,THE BEAUTY QUEEN OF LEENANE,"$196,910","$382,019",51.5%,$40.62,$60,4848,7576,8,64.0%
1999-03-14,THE LION IN WINTER,"$134,808","$239,520",56.3%,$45.03,$60,2994,3992,8,75.0%
1999-03-14,THE LION KING,"$848,099","$903,150",93.9%,$59.67,$80,14212,14032,8,101.3%
1999-03-14,THE PHANTOM OF THE OPERA,"$632,243","$738,581",85.6%,$54.00,$75,11708,12856,8,91.1%
1999-03-14,THE SCARLET PIMPERNEL,"$476,690","$832,827",57.2%,$40.35,$75,11814,13680,8,86.4%
1999-03-14,THE SOUND OF MUSIC,"$414,257","$744,624",55.6%,$50.74,$75,8165,11496,8,71.0%
1999-03-14,TITANIC,"$353,809","$715,255",49.5%,$40.75,$75,8683,11800,8,73.6%
1999-03-14,VIA DOLOROSA,"$56,702","$297,275",19.1%,$25.45,$55,2228,6120,8,36.4%
1999-03-14,YOU'RE A GOOD MAN CHARLIE BROWN,"$165,215","$534,956",30.9%,$41.74,$75,3958,8768,8,45.1%
1999-03-07,ANNIE GET YOUR GUN,"$537,157","$790,214",68.0%,$45.51,$75,11802,12760,8,92.5%
1999-03-07,ART,"$260,604","$456,072",57.1%,$41.15,$60,6333,8576,8,73.8%
1999-03-07,BAND IN BERLIN,"$66,283","$305,760",21.7%,$40.00,$65,1657,4704,8,35.2%
1999-03-07,BEAUTY AND THE BEAST,"$509,962","$807,286",63.2%,$52.94,$75,9632,13920,8,69.2%
1999-03-07,CABARET,"$485,880","$560,680",86.7%,$70.38,$85,6904,7360,8,93.8%
1999-03-07,CATS,"$291,697","$717,669",40.6%,$44.20,$70,6600,11856,8,55.7%
1999-03-07,CHICAGO,"$577,169","$649,630",88.8%,$58.07,$75,9939,11680,8,85.1%
1999-03-07,ELECTRA,"$234,714","$354,753",66.2%,$41.34,$60,5678,7602,7,74.7%
1999-03-07,FOOTLOOSE,"$371,467","$668,386",55.6%,$53.46,$75,6948,10784,8,64.4%
1999-03-07,FOSSE,"$558,213","$641,659",87.0%,$67.82,$75,8231,9128,8,90.2%
1999-03-07,JEKYLL AND HYDE,"$361,455","$550,486",65.7%,$53.52,$75,6754,8512,8,79.3%
1999-03-07,LES MISÉRABLES - ORIGINAL,"$433,574","$604,476",71.7%,$39.56,$75,10959,11336,8,96.7%
1999-03-07,MISS SAIGON,"$447,817","$629,523",71.1%,$40.41,$75,11081,13944,8,79.5%
1999-03-07,NIGHT MUST FALL,"$140,702","$304,966",46.1%,$30.24,$60,4653,7264,8,64.1%
1999-03-07,NOT ABOUT NIGHTINGALES,"$134,515","$263,232",51.1%,$47.30,$65,2844,4488,8,63.4%
1999-03-07,RAGTIME 1997-2000,"$683,481","$892,172",76.6%,$51.03,$75,13393,14496,8,92.4%
1999-03-07,RENT,"$465,703","$528,739",88.1%,$54.89,$75,8485,9448,8,89.8%
1999-03-07,SIDE MAN,"$103,027","$308,686",33.4%,$30.33,$60,3397,6440,8,52.7%
1999-03-07,SMOKEY JOE'S CAFE,"$265,760","$611,820",43.4%,$39.29,$75,6764,9696,8,69.8%
1999-03-07,THE BEAUTY QUEEN OF LEENANE,"$191,965","$382,019",50.3%,$35.73,$60,5372,7576,8,70.9%
1999-03-07,THE LION IN WINTER,"$153,368","$239,520",64.0%,$45.81,$60,3348,3992,8,83.9%
1999-03-07,THE LION KING,"$843,978","$903,150",93.4%,$59.39,$80,14211,14032,8,101.3%
1999-03-07,THE PHANTOM OF THE OPERA,"$540,351","$738,581",73.2%,$54.11,$75,9987,12856,8,77.7%
1999-03-07,THE SCARLET PIMPERNEL,"$427,453","$832,827",51.3%,$42.14,$75,10143,13680,8,74.1%
1999-03-07,THE SOUND OF MUSIC,"$385,785","$744,624",51.8%,$41.67,$75,9257,11496,8,80.5%
1999-03-07,TITANIC,"$309,733","$715,255",43.3%,$40.32,$75,7682,11800,8,65.1%
1999-03-07,VIA DOLOROSA,"$22,751","$122,505",18.6%,$22.68,$55,1003,2295,3,43.7%
1999-03-07,YOU'RE A GOOD MAN CHARLIE BROWN,"$160,418","$534,956",30.0%,$41.71,$75,3846,8768,8,43.9%
1999-02-28,ANNIE GET YOUR GUN,"$458,359","$790,214",58.0%,$46.80,$75,9794,12760,8,76.8%
1999-02-28,ART,"$242,418","$456,072",53.2%,$40.87,$60,5931,8576,8,69.2%
1999-02-28,BAND IN BERLIN,"$88,758","$305,760",29.0%,$33.67,$65,2636,4704,8,56.0%
1999-02-28,BEAUTY AND THE BEAST,"$590,452","$807,286",73.1%,$47.48,$75,12437,13920,8,89.3%
1999-02-28,CABARET,"$486,834","$560,680",86.8%,$76.63,$85,6353,7360,8,86.3%
1999-02-28,CATS,"$265,736","$717,669",37.0%,$44.49,$70,5973,11856,8,50.4%
1999-02-28,CHICAGO,"$551,604","$649,630",84.9%,$58.54,$75,9423,11680,8,80.7%
1999-02-28,ELECTRA,"$214,499","$354,753",60.5%,$42.85,$60,5006,7602,7,65.9%
1999-02-28,FOOTLOOSE,"$372,118","$668,386",55.7%,$51.86,$75,7176,10784,8,66.5%
1999-02-28,FOSSE,"$554,172","$641,659",86.4%,$61.55,$75,9003,9128,8,98.6%
1999-02-28,JEKYLL AND HYDE,"$359,004","$550,486",65.2%,$53.45,$75,6717,8512,8,78.9%
1999-02-28,LES MISÉRABLES - ORIGINAL,"$403,443","$604,476",66.7%,$39.26,$75,10276,11336,8,90.6%
1999-02-28,MISS SAIGON,"$431,814","$629,523",68.6%,$40.26,$75,10726,13944,8,76.9%
1999-02-28,NIGHT MUST FALL,"$146,512","$304,966",48.0%,$33.18,$60,4416,7264,8,60.8%
1999-02-28,NOT ABOUT NIGHTINGALES,"$101,430","$263,232",38.5%,$43.93,$65,2309,4488,8,51.4%
1999-02-28,PARADE,"$264,797","$450,009",58.8%,$40.81,$75,6489,8720,8,74.4%
1999-02-28,RAGTIME 1997-2000,"$660,871","$892,172",74.1%,$49.33,$75,13398,14496,8,92.4%
1999-02-28,RENT,"$474,593","$528,739",89.8%,$54.51,$75,8707,9448,8,92.2%
1999-02-28,SIDE MAN,"$157,327","$308,686",51.0%,$31.17,$60,5047,6440,8,78.4%
1999-02-28,SMOKEY JOE'S CAFE,"$258,361","$611,820",42.2%,$39.28,$75,6578,9696,8,67.8%
1999-02-28,THE BEAUTY QUEEN OF LEENANE,"$155,701","$382,019",40.8%,$35.16,$60,4428,7576,8,58.4%
1999-02-28,THE BLUE ROOM,"$203,448","$404,315",50.3%,$47.71,$60,4264,4236,4,100.7%
1999-02-28,THE LION IN WINTER,"$142,633","$239,520",59.5%,$42.24,$60,3377,3992,8,84.6%
1999-02-28,THE LION KING,"$847,230","$903,150",93.8%,$59.63,$80,14209,14032,8,101.3%
1999-02-28,THE PHANTOM OF THE OPERA,"$558,248","$738,581",75.6%,$53.52,$75,10431,12856,8,81.1%
1999-02-28,THE SCARLET PIMPERNEL,"$416,350","$832,827",50.0%,$41.12,$75,10125,13680,8,74.0%
1999-02-28,THE SOUND OF MUSIC,"$369,738","$744,624",49.7%,$41.19,$75,8976,11496,8,78.1%
1999-02-28,TITANIC,"$322,311","$715,255",45.1%,$39.34,$75,8194,11800,8,69.4%
1999-02-28,YOU'RE A GOOD MAN CHARLIE BROWN,"$169,856","$534,956",31.8%,$44.82,$75,3790,8768,8,43.2%
1999-02-21,ANNIE GET YOUR GUN,"$636,957","$790,214",80.6%,$56.73,$75,11227,12760,8,88.0%
1999-02-21,ART,"$288,384","$456,072",63.2%,$40.30,$60,7156,8576,8,83.4%
1999-02-21,BAND IN BERLIN,"$51,595","$152,880",33.7%,$35.34,$65,1460,2352,4,62.1%
1999-02-21,BEAUTY AND THE BEAST,"$605,825","$807,286",75.0%,$48.24,$75,12558,13920,8,90.2%
1999-02-21,CABARET,"$496,609","$579,160",85.7%,$70.69,$80,7025,7360,8,95.4%
1999-02-21,CATS,"$416,436","$717,669",58.0%,$42.91,$70,9706,11856,8,81.9%
1999-02-21,CHICAGO,"$612,764","$649,630",94.3%,$58.63,$75,10452,11680,8,89.5%
1999-02-21,ELECTRA,"$214,111","$354,753",60.4%,$43.32,$60,4943,7602,7,65.0%
1999-02-21,FOOTLOOSE,"$515,367","$668,386",77.1%,$55.66,$75,9260,10784,8,85.9%
1999-02-21,FOSSE,"$564,372","$641,659",88.0%,$61.47,$75,9182,9128,8,100.6%
1999-02-21,JEKYLL AND HYDE,"$442,019","$550,486",80.3%,$54.56,$75,8102,8512,8,95.2%
1999-02-21,LES MISÉRABLES - ORIGINAL,"$451,506","$604,476",74.7%,$40.39,$75,11178,11336,8,98.6%
1999-02-21,MISS SAIGON,"$555,139","$629,523",88.2%,$41.86,$75,13263,13944,8,95.1%
1999-02-21,NIGHT MUST FALL,"$146,936","$304,966",48.2%,$28.42,$60,5170,7264,8,71.2%
1999-02-21,NOT ABOUT NIGHTINGALES,"$84,999","$263,232",32.3%,$35.99,$65,2362,4488,8,52.6%
1999-02-21,PARADE,"$215,877","$450,009",48.0%,$40.07,$75,5387,8720,8,61.8%
1999-02-21,RAGTIME 1997-2000,"$699,801","$892,172",78.4%,$50.22,$75,13936,14496,8,96.1%
1999-02-21,RENT,"$518,445","$528,739",98.1%,$54.54,$75,9505,9448,8,100.6%
1999-02-21,SIDE MAN,"$157,828","$308,686",51.1%,$30.43,$60,5187,6440,8,80.5%
1999-02-21,SMOKEY JOE'S CAFE,"$319,767","$611,820",52.3%,$38.18,$75,8375,9696,8,86.4%
1999-02-21,THE BEAUTY QUEEN OF LEENANE,"$171,509","$382,019",44.9%,$33.40,$60,5135,7576,8,67.8%
1999-02-21,THE BLUE ROOM,"$418,343","$808,630",51.7%,$48.65,$60,8599,8472,8,101.5%
1999-02-21,THE LION IN WINTER,"$61,969","$112,275",55.2%,$46.04,$60,1346,1497,3,89.9%
1999-02-21,THE LION KING,"$843,721","$903,150",93.4%,$59.37,$80,14211,14032,8,101.3%
1999-02-21,THE PHANTOM OF THE OPERA,"$701,895","$738,581",95.0%,$55.20,$75,12716,12856,8,98.9%
1999-02-21,THE SCARLET PIMPERNEL,"$492,503","$832,827",59.1%,$41.47,$75,11876,13680,8,86.8%
1999-02-21,THE SOUND OF MUSIC,"$438,907","$744,624",58.9%,$42.25,$75,10389,11496,8,90.4%
1999-02-21,TITANIC,"$388,017","$715,255",54.2%,$40.09,$75,9678,11800,8,82.0%
1999-02-21,YOU'RE A GOOD MAN CHARLIE BROWN,"$252,687","$534,956",47.2%,$46.39,$75,5447,8768,8,62.1%
1999-02-14,ANNIE GET YOUR GUN,"$529,401","$790,214",67.0%,$51.98,$75,10184,12760,8,79.8%
1999-02-14,ART,"$272,785","$456,072",59.8%,$49.64,$60,5495,8576,8,64.1%
1999-02-14,BEAUTY AND THE BEAST,"$575,850","$807,286",71.3%,$45.60,$75,12627,13920,8,90.7%
1999-02-14,CABARET,"$478,150","$579,160",82.6%,$70.64,$80,6769,7360,8,92.0%
1999-02-14,CATS,"$370,077","$717,669",51.6%,$49.00,$70,7553,11856,8,63.7%
1999-02-14,CHICAGO,"$583,328","$649,630",89.8%,$58.65,$75,9946,11680,8,85.2%
1999-02-14,ELECTRA,"$223,568","$354,753",63.0%,$43.13,$60,5184,7602,7,68.2%
1999-02-14,FOOTLOOSE,"$416,080","$668,386",62.3%,$55.32,$75,7522,10784,8,69.8%
1999-02-14,FOSSE,"$534,032","$641,659",83.2%,$60.53,$75,8823,9128,8,96.7%
1999-02-14,JEKYLL AND HYDE,"$393,411","$550,486",71.5%,$56.58,$75,6953,8512,8,81.7%
1999-02-14,LES MISÉRABLES - ORIGINAL,"$462,941","$604,476",76.6%,$44.27,$75,10457,11336,8,92.2%
1999-02-14,MISS SAIGON,"$484,285","$629,523",76.9%,$44.79,$75,10813,13944,8,77.5%
1999-02-14,NIGHT MUST FALL,"$155,941","$304,966",51.1%,$28.73,$60,5428,7264,8,74.7%
1999-02-14,NOT ABOUT NIGHTINGALES,"$32,239","$65,808",49.0%,$38.94,$65,828,1122,2,73.8%
1999-02-14,PARADE,"$267,119","$450,009",59.4%,$41.13,$75,6495,8720,8,74.5%
1999-02-14,RAGTIME 1997-2000,"$661,590","$892,172",74.2%,$51.60,$75,12822,14496,8,88.5%
1999-02-14,RENT,"$494,103","$528,739",93.4%,$56.30,$75,8776,9448,8,92.9%
1999-02-14,SIDE MAN,"$152,769","$308,686",49.5%,$34.73,$60,4399,6440,8,68.3%
1999-02-14,SMOKEY JOE'S CAFE,"$317,394","$611,820",51.9%,$50.77,$75,6252,9696,8,64.5%
1999-02-14,THE BEAUTY QUEEN OF LEENANE,"$204,872","$382,019",53.6%,$36.83,$60,5562,7576,8,73.4%
1999-02-14,THE BLUE ROOM,"$419,208","$808,630",51.8%,$48.76,$60,8598,8472,8,101.5%
1999-02-14,THE LION KING,"$844,483","$903,150",93.5%,$59.46,$80,14203,14032,8,101.2%
1999-02-14,THE PHANTOM OF THE OPERA,"$587,010","$738,581",79.5%,$54.57,$75,10757,12856,8,83.7%
1999-02-14,THE SCARLET PIMPERNEL,"$460,416","$832,827",55.3%,$48.73,$75,9448,13680,8,69.1%
1999-02-14,THE SOUND OF MUSIC,"$473,374","$744,624",63.6%,$50.87,$75,9305,11496,8,80.9%
1999-02-14,TITANIC,"$424,648","$715,255",59.4%,$44.11,$75,9627,11800,8,81.6%
1999-02-14,YOU'RE A GOOD MAN CHARLIE BROWN,"$226,067","$534,956",42.3%,$47.70,$75,4739,8768,8,54.0%
1999-02-07,ANNIE GET YOUR GUN,"$454,128","$790,214",57.5%,$43.14,$75,10527,12760,8,82.5%
1999-02-07,ART,"$237,945","$456,072",52.2%,$43.34,$60,5490,8576,8,64.0%
1999-02-07,BEAUTY AND THE BEAST,"$531,384","$807,286",65.8%,$48.37,$75,10985,13920,8,78.9%
1999-02-07,CABARET,"$475,141","$579,160",82.0%,$71.02,$80,6690,7360,8,90.9%
1999-02-07,CATS,"$220,083","$717,669",30.7%,$43.34,$70,5078,11856,8,42.8%
1999-02-07,CHICAGO,"$521,430","$649,630",80.3%,$56.13,$75,9289,11680,8,79.5%
1999-02-07,ELECTRA,"$205,418","$354,753",57.9%,$43.25,$60,4750,7602,7,62.5%
1999-02-07,FOOTLOOSE,"$384,863","$668,386",57.6%,$54.18,$75,7103,10784,8,65.9%
1999-02-07,FOSSE,"$513,557","$641,659",80.0%,$57.66,$75,8906,9128,8,97.6%
1999-02-07,JEKYLL AND HYDE,"$366,018","$550,486",66.5%,$52.73,$75,6941,8512,8,81.5%
1999-02-07,LES MISÉRABLES - ORIGINAL,"$382,650","$604,476",63.3%,$39.56,$75,9673,11336,8,85.3%
1999-02-07,LITTLE ME,"$202,481","$299,400",67.6%,$58.74,$75,3447,3992,8,86.3%
1999-02-07,MISS SAIGON,"$387,873","$629,523",61.6%,$40.73,$75,9522,13944,8,68.3%
1999-02-07,NIGHT MUST FALL,"$113,381","$304,966",37.2%,$28.06,$60,4041,7264,8,55.6%
1999-02-07,PARADE,"$225,453","$450,009",50.1%,$41.32,$75,5456,8720,8,62.6%
1999-02-07,RAGTIME 1997-2000,"$635,123","$892,172",71.2%,$48.03,$75,13224,14496,8,91.2%
1999-02-07,RENT,"$450,334","$528,739",85.2%,$52.28,$75,8614,9448,8,91.2%
1999-02-07,SIDE MAN,"$118,719","$308,686",38.5%,$32.41,$60,3663,6440,8,56.9%
1999-02-07,SMOKEY JOE'S CAFE,"$267,377","$611,820",43.7%,$39.14,$75,6832,9696,8,70.5%
1999-02-07,THE BEAUTY QUEEN OF LEENANE,"$174,228","$382,019",45.6%,$33.61,$60,5184,7576,8,68.4%
1999-02-07,THE BLUE ROOM,"$409,706","$808,630",50.7%,$47.62,$60,8603,8472,8,101.5%
1999-02-07,THE LION KING,"$844,634","$903,150",93.5%,$59.46,$80,14205,14032,8,101.2%
1999-02-07,THE PHANTOM OF THE OPERA,"$527,082","$738,581",71.4%,$51.88,$75,10159,12856,8,79.0%
1999-02-07,THE SCARLET PIMPERNEL,"$385,691","$832,827",46.3%,$40.38,$75,9552,13680,8,69.8%
1999-02-07,THE SOUND OF MUSIC,"$378,488","$744,624",50.8%,$39.69,$75,9535,11496,8,82.9%
1999-02-07,TITANIC,"$308,560","$715,255",43.1%,$39.44,$75,7824,11800,8,66.3%
1999-02-07,YOU'RE A GOOD MAN CHARLIE BROWN,"$160,997","$534,956",30.1%,$43.68,$75,3686,8768,8,42.0%
1999-01-31,ART,"$267,729","$456,072",58.7%,$39.59,$60,6762,8576,8,78.8%
1999-01-31,BEAUTY AND THE BEAST,"$543,640","$807,286",67.3%,$48.60,$75,11186,13920,8,80.4%
1999-01-31,CABARET,"$481,517","$579,160",83.1%,$70.18,$80,6861,7360,8,93.2%
1999-01-31,CATS,"$245,291","$717,669",34.2%,$41.79,$70,5870,11856,8,49.5%
1999-01-31,CHICAGO,"$529,080","$649,630",81.4%,$57.44,$75,9211,11680,8,78.9%
1999-01-31,ELECTRA,"$209,514","$354,753",59.1%,$43.58,$60,4808,7602,7,63.2%
1999-01-31,FOOTLOOSE,"$426,308","$668,386",63.8%,$47.35,$75,9004,10784,8,83.5%
1999-01-31,FOSSE,"$511,496","$624,925",81.8%,$57.30,$75,8926,9128,8,97.8%
1999-01-31,JEKYLL AND HYDE,"$371,285","$550,486",67.4%,$51.16,$75,7257,8512,8,85.3%
1999-01-31,LES MISÉRABLES - ORIGINAL,"$384,978","$604,476",63.7%,$38.73,$75,9940,11336,8,87.7%
1999-01-31,LITTLE ME,"$183,467","$299,400",61.3%,$55.70,$75,3294,3992,8,82.5%
1999-01-31,MISS SAIGON,"$414,605","$629,523",65.9%,$41.27,$75,10047,13944,8,72.1%
1999-01-31,PARADE,"$214,809","$450,009",47.7%,$39.82,$75,5394,8720,8,61.9%
1999-01-31,RAGTIME 1997-2000,"$668,592","$892,172",74.9%,$49.58,$75,13485,14496,8,93.0%
1999-01-31,RENT,"$446,994","$528,739",84.5%,$51.86,$75,8620,9448,8,91.2%
1999-01-31,SIDE MAN,"$131,398","$308,686",42.6%,$32.86,$60,3999,6440,8,62.1%
1999-01-31,SMOKEY JOE'S CAFE,"$275,958","$611,820",45.1%,$37.84,$75,7293,9696,8,75.2%
1999-01-31,THE BEAUTY QUEEN OF LEENANE,"$184,739","$382,019",48.4%,$32.62,$60,5663,7576,8,74.7%
1999-01-31,THE BLUE ROOM,"$409,488","$808,630",50.6%,$48.41,$60,8459,8472,8,99.8%
1999-01-31,THE LION KING,"$841,484","$903,150",93.2%,$59.26,$80,14199,14032,8,101.2%
1999-01-31,THE PHANTOM OF THE OPERA,"$554,082","$738,581",75.0%,$51.49,$75,10762,12856,8,83.7%
1999-01-31,THE SCARLET PIMPERNEL,"$406,973","$832,827",48.9%,$39.72,$75,10246,13680,8,74.9%
1999-01-31,THE SOUND OF MUSIC,"$409,510","$744,624",55.0%,$40.82,$75,10032,11496,8,87.3%
1999-01-31,TITANIC,"$335,062","$715,255",46.8%,$38.18,$75,8777,11800,8,74.4%
1999-01-31,YOU'RE A GOOD MAN CHARLIE BROWN,"$113,494","$534,956",21.2%,$38.89,$75,2918,8768,8,33.3%
1999-01-24,ART,"$280,087","$456,072",61.4%,$39.86,$60,7026,8576,8,81.9%
1999-01-24,BEAUTY AND THE BEAST,"$544,391","$807,286",67.4%,$49.40,$75,11019,13920,8,79.2%
1999-01-24,CABARET,"$446,520","$579,160",77.1%,$70.44,$80,6339,7360,8,86.1%
1999-01-24,CATS,"$282,953","$717,669",39.4%,$43.12,$70,6562,11856,8,55.3%
1999-01-24,CHICAGO,"$649,434","$649,630",100.0%,$57.80,$75,11236,11680,8,96.2%
1999-01-24,ELECTRA,"$240,213","$405,430",59.2%,$45.91,$60,5232,7602,7,68.8%
1999-01-24,FOOTLOOSE,"$421,520","$668,386",63.1%,$49.24,$75,8561,10784,8,79.4%
1999-01-24,FOSSE,"$501,138","$624,925",80.2%,$56.46,$75,8876,9128,8,97.2%
1999-01-24,JEKYLL AND HYDE,"$388,570","$550,486",70.6%,$54.36,$75,7148,8520,8,83.9%
1999-01-24,LES MISÉRABLES - ORIGINAL,"$409,803","$604,476",67.8%,$39.66,$75,10334,11328,8,91.2%
1999-01-24,LITTLE ME,"$167,341","$299,400",55.9%,$48.32,$75,3463,3992,8,86.7%
1999-01-24,MISS SAIGON,"$471,265","$629,523",74.9%,$42.46,$75,11100,13944,8,79.6%
1999-01-24,PARADE,"$245,023","$450,009",54.4%,$41.06,$75,5967,8720,8,68.4%
1999-01-24,RAGTIME 1997-2000,"$680,064","$892,172",76.2%,$51.70,$75,13153,14496,8,90.7%
1999-01-24,RENT,"$476,674","$528,739",90.2%,$55.91,$75,8525,9448,8,90.2%
1999-01-24,SIDE MAN,"$166,829","$308,686",54.0%,$32.59,$60,5119,6440,8,79.5%
1999-01-24,SMOKEY JOE'S CAFE,"$285,755","$611,820",46.7%,$37.93,$75,7534,9696,8,77.7%
1999-01-24,SWAN LAKE,"$435,977","$622,124",70.1%,$45.33,$75,9618,10528,8,91.4%
1999-01-24,THE BEAUTY QUEEN OF LEENANE,"$179,159","$382,019",46.9%,$34.94,$60,5128,7576,8,67.7%
1999-01-24,THE BLUE ROOM,"$406,279","$808,630",50.2%,$48.20,$60,8429,8472,8,99.5%
1999-01-24,THE LION KING,"$842,989","$903,150",93.3%,$59.39,$80,14193,14032,8,101.1%
1999-01-24,THE PHANTOM OF THE OPERA,"$607,016","$738,581",82.2%,$55.05,$75,11026,12872,8,85.7%
1999-01-24,THE SCARLET PIMPERNEL,"$389,317","$832,827",46.7%,$39.48,$75,9860,13680,8,72.1%
1999-01-24,THE SOUND OF MUSIC,"$394,745","$744,624",53.0%,$41.53,$75,9506,11496,8,82.7%
1999-01-24,TITANIC,"$350,723","$715,255",49.0%,$39.72,$75,8830,11800,8,74.8%
1999-01-24,YOU'RE A GOOD MAN CHARLIE BROWN,"$54,616","$200,608",27.2%,$40.94,$75,1334,3288,3,40.6%
1999-01-17,ART,"$297,495","$456,072",65.2%,$39.66,$60,7502,8576,8,87.5%
1999-01-17,BEAUTY AND THE BEAST,"$570,876","$807,286",70.7%,$49.85,$75,11451,13920,8,82.3%
1999-01-17,CABARET,"$490,586","$579,160",84.7%,$69.95,$80,7013,7360,8,95.3%
1999-01-17,CATS,"$329,216","$717,669",45.9%,$44.27,$70,7437,11856,8,62.7%
1999-01-17,CHICAGO,"$606,543","$649,630",93.4%,$58.42,$75,10383,11680,8,88.9%
1999-01-17,ELECTRA,"$397,011","$405,430",97.9%,$46.62,$60,8515,8688,8,98.0%
1999-01-17,FOOTLOOSE,"$452,079","$668,386",67.6%,$50.76,$75,8907,10784,8,82.6%
1999-01-17,FOSSE,"$414,310","$624,925",66.3%,$57.17,$75,7247,9128,8,79.4%
1999-01-17,JEKYLL AND HYDE,"$431,954","$550,486",78.5%,$55.32,$75,7808,8520,8,91.6%
1999-01-17,LES MISÉRABLES - ORIGINAL,"$457,169","$604,476",75.6%,$41.38,$75,11047,11328,8,97.5%
1999-01-17,LITTLE ME,"$177,237","$299,400",59.2%,$47.47,$75,3734,3992,8,93.5%
1999-01-17,MISS SAIGON,"$403,925","$629,523",64.2%,$38.96,$75,10369,13944,8,74.4%
1999-01-17,ON THE TOWN 1988,"$314,435","$891,761",35.3%,$25.31,$75,12425,15224,8,81.6%
1999-01-17,PARADE,"$313,391","$450,009",69.6%,$41.93,$75,7474,8720,8,85.7%
1999-01-17,RAGTIME 1997-2000,"$702,128","$892,172",78.7%,$53.43,$75,13141,14496,8,90.7%
1999-01-17,RENT,"$512,539","$528,739",96.9%,$57.91,$75,8850,9448,8,93.7%
1999-01-17,SIDE MAN,"$170,240","$308,686",55.1%,$33.78,$60,5039,6440,8,78.2%
1999-01-17,SMOKEY JOE'S CAFE,"$285,972","$611,820",46.7%,$39.27,$75,7282,9696,8,75.1%
1999-01-17,SWAN LAKE,"$394,902","$622,124",63.5%,$42.44,$75,9304,10528,8,88.4%
1999-01-17,THE BEAUTY QUEEN OF LEENANE,"$202,306","$382,019",53.0%,$37.20,$60,5438,7576,8,71.8%
1999-01-17,THE BLUE ROOM,"$402,418","$808,630",49.8%,$47.74,$60,8430,8472,8,99.5%
1999-01-17,THE LION KING,"$835,021","$903,150",92.5%,$58.78,$80,14206,14032,8,101.2%
