week,name,grosses,potential_gross,grosses_percentage,average_ticket,top_ticket,seat_sold,total_seat,per,seat_percentage
1999-01-17,THE PHANTOM OF THE OPERA,"$620,346","$738,581",84.0%,$54.82,$75,11317,12872,8,87.9%
1999-01-17,THE SCARLET PIMPERNEL,"$427,080","$832,827",51.3%,$43.22,$75,9881,13680,8,72.2%
1999-01-17,THE SOUND OF MUSIC,"$435,412","$744,624",58.5%,$42.17,$75,10326,11496,8,89.8%
1999-01-17,TITANIC,"$410,311","$715,255",57.4%,$41.83,$75,9810,11800,8,83.1%
1999-01-10,ART,"$285,287","$456,072",62.6%,$37.94,$60,7519,8576,8,87.7%
1999-01-10,BEAUTY AND THE BEAST,"$604,929","$807,286",74.9%,$51.54,$75,11736,13920,8,84.3%
1999-01-10,BRING IN DA NOISE BRING IN DA FUNK,"$369,005","$511,130",72.2%,$43.68,$75,8448,8512,8,99.2%
1999-01-10,CABARET,"$493,866","$579,160",85.3%,$70.98,$80,6958,7360,8,94.5%
1999-01-10,CATS,"$377,393","$717,669",52.6%,$42.86,$70,8805,11856,8,74.3%
1999-01-10,CHICAGO,"$626,180","$649,630",96.4%,$60.02,$75,10432,11680,8,89.3%
1999-01-10,ELECTRA,"$332,624","$405,430",82.0%,$45.59,$60,7296,8688,8,84.0%
1999-01-10,FOOTLOOSE,"$437,100","$668,386",65.4%,$51.32,$75,8517,10784,8,79.0%
1999-01-10,FOSSE,"$505,164","$624,925",80.8%,$57.61,$75,8769,9128,8,96.1%
1999-01-10,JEKYLL AND HYDE,"$428,924","$550,486",77.9%,$54.79,$75,7829,8520,8,91.9%
1999-01-10,LES MISÉRABLES - ORIGINAL,"$459,332","$604,476",76.0%,$40.88,$75,11237,11328,8,99.2%
1999-01-10,LITTLE ME,"$200,882","$299,400",67.1%,$53.05,$75,3787,3992,8,94.9%
1999-01-10,MISS SAIGON,"$438,390","$629,523",69.6%,$37.58,$75,11664,13944,8,83.6%
1999-01-10,ON THE TOWN 1988,"$255,653","$891,761",28.7%,$30.52,$75,8376,15224,8,55.0%
1999-01-10,PARADE,"$287,110","$450,009",63.8%,$40.97,$75,7008,8720,8,80.4%
1999-01-10,RAGTIME 1997-2000,"$693,052","$892,172",77.7%,$52.36,$75,13236,14496,8,91.3%
1999-01-10,RENT,"$546,789","$528,739",103.4%,$57.82,$75,9457,9448,8,100.1%
1999-01-10,SIDE MAN,"$170,664","$308,686",55.3%,$32.98,$60,5175,6440,8,80.4%
1999-01-10,SMOKEY JOE'S CAFE,"$294,033","$611,820",48.1%,$38.15,$75,7708,9696,8,79.5%
1999-01-10,SWAN LAKE,"$343,294","$622,124",55.2%,$45.82,$75,7493,10528,8,71.2%
1999-01-10,THE BEAUTY QUEEN OF LEENANE,"$207,136","$382,019",54.2%,$34.52,$60,6001,7576,8,79.2%
1999-01-10,THE BLUE ROOM,"$378,042","$808,630",46.8%,$44.94,$60,8412,8472,8,99.3%
1999-01-10,THE LION KING,"$840,619","$903,150",93.1%,$59.22,$80,14195,14032,8,101.2%
1999-01-10,THE PHANTOM OF THE OPERA,"$714,001","$738,581",96.7%,$56.53,$75,12631,12872,8,98.1%
1999-01-10,THE SCARLET PIMPERNEL,"$370,495","$832,827",44.5%,$42.87,$75,8642,13680,8,63.2%
1999-01-10,THE SOUND OF MUSIC,"$429,692","$744,624",57.7%,$41.85,$75,10267,11496,8,89.3%
1999-01-10,TITANIC,"$361,971","$715,255",50.6%,$41.54,$75,8713,11800,8,73.8%
1999-01-03,ART,"$391,945","$456,072",85.9%,$48.97,$60,8003,8576,8,93.3%
1999-01-03,BEAUTY AND THE BEAST,"$854,285","$807,286",105.8%,$64.43,$85,13260,13920,8,95.3%
1999-01-03,BRING IN DA NOISE BRING IN DA FUNK,"$487,340","$511,130",95.3%,$56.58,$85,8614,8512,8,101.2%
1999-01-03,CABARET,"$534,578","$579,160",92.3%,$76.42,$125,6995,7360,8,95.0%
1999-01-03,CATS,"$670,573","$717,669",93.4%,$58.24,$75,11513,11856,8,97.1%
1999-01-03,CHICAGO,"$703,424","$649,630",108.3%,$61.47,$150,11443,11680,8,98.0%
1999-01-03,ELECTRA,"$409,469","$405,430",101.0%,$49.43,$60,8284,8688,8,95.3%
1999-01-03,FOOL MOON,"$385,125","$387,288",99.4%,$47.72,$70,8070,8320,8,97.0%
1999-01-03,FOOTLOOSE,"$738,745","$668,386",110.5%,$64.56,$100,11443,12132,9,94.3%
1999-01-03,FOSSE,"$614,437","$546,809",112.4%,$66.94,$95,9179,7987,7,114.9%
1999-01-03,I'M STILL HERE...DAMN IT!,"$186,027","$209,619",88.7%,$47.17,$75,3944,4686,6,84.2%
1999-01-03,JEKYLL AND HYDE,"$578,137","$550,486",105.0%,$67.83,$85,8523,8520,8,100.0%
1999-01-03,LES MISÉRABLES - ORIGINAL,"$773,878","$604,476",128.0%,$68.30,$80,11330,11328,8,100.0%
1999-01-03,LITTLE ME,"$261,673","$299,400",87.4%,$70.13,$75,3731,3992,8,93.5%
1999-01-03,MISS SAIGON,"$735,494","$629,523",116.8%,$59.73,$80,12313,13944,8,88.3%
1999-01-03,ON THE TOWN 1988,"$561,393","$891,761",63.0%,$51.27,$80,10949,15224,8,71.9%
1999-01-03,PARADE,"$325,996","$450,009",72.4%,$50.72,$100,6428,8720,8,73.7%
1999-01-03,PETER PAN,"$788,907","$778,158",101.4%,$61.57,$75,12814,12760,8,100.4%
1999-01-03,RAGTIME 1997-2000,"$1,014,466","$1,003,693",101.1%,$63.72,$95,15921,16308,9,97.6%
1999-01-03,RENT,"$617,919","$528,739",116.9%,$64.21,$100,9624,9448,8,101.9%
1999-01-03,SIDE MAN,"$230,127","$308,686",74.6%,$39.30,$60,5856,6440,8,90.9%
1999-01-03,SMOKEY JOE'S CAFE,"$454,055","$611,820",74.2%,$57.97,$75,7833,9696,8,80.8%
1999-01-03,SWAN LAKE,"$435,439","$622,124",70.0%,$51.04,$75,8532,10528,8,81.0%
1999-01-03,THE BEAUTY QUEEN OF LEENANE,"$270,117","$382,019",70.7%,$48.71,$75,5545,7576,8,73.2%
1999-01-03,THE BLUE ROOM,"$397,129","$808,630",49.1%,$46.12,$60,8611,8472,8,101.6%
1999-01-03,THE LION KING,"$989,132","$903,150",109.5%,$69.64,$95,14204,14032,8,101.2%
1999-01-03,THE PHANTOM OF THE OPERA,"$903,824","$738,581",122.4%,$69.10,$80,13080,12872,8,101.6%
1999-01-03,THE SCARLET PIMPERNEL,"$696,919","$832,827",83.7%,$61.06,$100,11413,13680,8,83.4%
1999-01-03,THE SOUND OF MUSIC,"$665,277","$744,624",89.3%,$67.88,$80,9801,11496,8,85.3%
1999-01-03,TITANIC,"$595,713","$715,255",83.3%,$60.14,$100,9905,11800,8,83.9%
1998-12-27,ART,"$300,280","$456,072",65.8%,$46.95,$60,6396,8576,8,74.6%
1998-12-27,BEAUTY AND THE BEAST,"$826,039","$807,286",102.3%,$64.27,$80,12853,13920,8,92.3%
1998-12-27,BRING IN DA NOISE BRING IN DA FUNK,"$425,777","$511,130",83.3%,$53.01,$75,8032,8512,8,94.4%
1998-12-27,CABARET,"$491,736","$547,720",89.8%,$70.82,$80,6943,7360,8,94.3%
1998-12-27,CATS,"$532,694","$717,669",74.2%,$53.47,$70,9962,11856,8,84.0%
1998-12-27,CHICAGO,"$675,144","$649,630",103.9%,$58.38,$75,11564,11680,8,99.0%
1998-12-27,ELECTRA,"$354,047","$405,430",87.3%,$45.28,$60,7819,8688,8,90.0%
1998-12-27,FOOL MOON,"$323,597","$387,288",83.6%,$44.39,$55,7290,8320,8,87.6%
1998-12-27,FOOTLOOSE,"$557,273","$668,386",83.4%,$64.35,$75,8660,10832,8,79.9%
1998-12-27,FOSSE,"$240,868","$230,485",104.5%,$69.51,$75,3465,3405,3,101.8%
1998-12-27,I'M STILL HERE...DAMN IT!,"$96,006","$209,619",45.8%,$46.51,$55,2064,4686,6,44.0%
1998-12-27,JEKYLL AND HYDE,"$485,593","$550,486",88.2%,$62.65,$75,7751,8520,8,91.0%
1998-12-27,LES MISÉRABLES - ORIGINAL,"$637,365","$604,476",105.4%,$59.19,$80,10769,11304,8,95.3%
1998-12-27,LITTLE ME,"$213,381","$299,400",71.3%,$62.05,$75,3439,3992,8,86.1%
1998-12-27,MISS SAIGON,"$512,559","$629,523",81.4%,$51.89,$80,9878,13944,8,70.8%
1998-12-27,ON THE TOWN 1988,"$397,660","$891,761",44.6%,$48.79,$75,8150,15224,8,53.5%
1998-12-27,PARADE,"$270,676","$450,009",60.1%,$49.38,$75,5482,8720,8,62.9%
1998-12-27,PETER PAN 1990-1991,"$716,562","$778,158",92.1%,$59.84,$75,11975,12760,8,93.8%
1998-12-27,RAGTIME 1997-2000,"$886,474","$892,172",99.4%,$62.36,$80,14215,14496,8,98.1%
1998-12-27,RENT,"$577,946","$528,739",109.3%,$61.91,$75,9336,9448,8,98.8%
1998-12-27,SIDE MAN,"$160,576","$308,686",52.0%,$40.59,$60,3956,6440,8,61.4%
1998-12-27,SMOKEY JOE'S CAFE,"$325,976","$611,820",53.3%,$55.44,$75,5880,9696,8,60.6%
1998-12-27,SWAN LAKE,"$349,635","$622,124",56.2%,$48.77,$75,7169,10528,8,68.1%
1998-12-27,THE BEAUTY QUEEN OF LEENANE,"$173,547","$382,019",45.4%,$46.53,$60,3730,7576,8,49.2%
1998-12-27,THE BLUE ROOM,"$175,681","$404,315",43.5%,$40.87,$60,4299,4236,4,101.5%
1998-12-27,THE LION KING,"$981,588","$903,150",108.7%,$69.05,$80,14216,14032,8,101.3%
1998-12-27,THE PHANTOM OF THE OPERA,"$866,803","$738,581",117.4%,$66.27,$80,13080,12872,8,101.6%
1998-12-27,THE SCARLET PIMPERNEL,"$543,104","$832,827",65.2%,$50.85,$75,10681,13680,8,78.1%
1998-12-27,THE SOUND OF MUSIC,"$567,928","$744,624",76.3%,$64.88,$75,8753,11496,8,76.1%
1998-12-27,TITANIC,"$424,457","$715,255",59.3%,$57.18,$75,7423,11800,8,62.9%
1998-12-20,ART,"$202,108","$456,072",44.3%,$45.30,$60,4462,8576,8,52.0%
1998-12-20,BEAUTY AND THE BEAST,"$704,540","$807,286",87.3%,$58.96,$75,11950,13920,8,85.8%
1998-12-20,BRING IN DA NOISE BRING IN DA FUNK,"$338,490","$511,130",66.2%,$43.83,$75,7723,8512,8,90.7%
1998-12-20,CABARET,"$473,227","$547,720",86.4%,$71.50,$80,6619,7360,8,89.9%
1998-12-20,CATS,"$399,367","$717,669",55.6%,$45.23,$70,8829,11856,8,74.5%
1998-12-20,CHICAGO,"$637,399","$649,630",98.1%,$58.74,$75,10851,11680,8,92.9%
1998-12-20,ELECTRA,"$300,189","$405,430",74.0%,$42.08,$60,7133,8688,8,82.1%
1998-12-20,FOOL MOON,"$216,085","$387,288",55.8%,$35.87,$55,6024,8320,8,72.4%
1998-12-20,FOOTLOOSE,"$453,765","$668,386",67.9%,$59.64,$75,7608,10832,8,70.2%
1998-12-20,I'M STILL HERE...DAMN IT!,"$93,156","$209,619",44.4%,$43.74,$55,2130,4686,6,45.5%
1998-12-20,JEKYLL AND HYDE,"$425,353","$550,486",77.3%,$56.57,$75,7519,8520,8,88.3%
1998-12-20,LES MISÉRABLES - ORIGINAL,"$472,258","$604,476",78.1%,$49.10,$75,9619,11304,8,85.1%
1998-12-20,LITTLE ME,"$168,076","$299,400",56.1%,$44.20,$75,3803,3992,8,95.3%
1998-12-20,MISS SAIGON,"$372,308","$629,523",59.1%,$46.85,$75,7946,13944,8,57.0%
1998-12-20,ON THE TOWN 1988,"$322,332","$891,761",36.1%,$46.27,$75,6967,15224,8,45.8%
1998-12-20,PARADE,"$288,229","$450,009",64.0%,$42.68,$75,6753,8720,8,77.4%
1998-12-20,PETER PAN 1990-1991,"$653,635","$778,158",84.0%,$59.37,$75,11010,12760,8,86.3%
1998-12-20,RAGTIME 1997-2000,"$829,956","$892,172",93.0%,$60.82,$75,13647,14496,8,94.1%
1998-12-20,RENT,"$526,543","$528,739",99.6%,$59.22,$75,8892,9448,8,94.1%
1998-12-20,SIDE MAN,"$162,854","$308,686",52.8%,$35.94,$60,4531,6440,8,70.4%
1998-12-20,SMOKEY JOE'S CAFE,"$302,444","$611,820",49.4%,$49.70,$75,6085,9696,8,62.8%
1998-12-20,SWAN LAKE,"$320,957","$622,124",51.6%,$49.97,$75,6423,10528,8,61.0%
1998-12-20,THE BEAUTY QUEEN OF LEENANE,"$156,720","$382,019",41.0%,$45.69,$60,3430,7576,8,45.3%
1998-12-20,THE BLUE ROOM,"$315,529","$404,315",78.0%,$38.28,$60,8242,8472,8,97.3%
1998-12-20,THE LION KING,"$828,521","$903,150",91.7%,$58.38,$80,14191,13960,8,101.7%
1998-12-20,THE PHANTOM OF THE OPERA,"$679,260","$738,581",92.0%,$55.83,$75,12166,12872,8,94.5%
1998-12-20,THE SCARLET PIMPERNEL,"$436,359","$832,827",52.4%,$43.65,$75,9996,13680,8,73.1%
1998-12-20,THE SOUND OF MUSIC,"$461,435","$744,624",62.0%,$58.50,$75,7888,11496,8,68.6%
1998-12-20,TITANIC,"$390,287","$715,255",54.6%,$47.63,$75,8195,11800,8,69.4%
1998-12-13,ART,"$263,925","$456,072",57.9%,$47.00,$60,5615,8576,8,65.5%
1998-12-13,BEAUTY AND THE BEAST,"$721,593","$807,286",89.4%,$58.03,$75,12434,13920,8,89.3%
1998-12-13,BRING IN DA NOISE BRING IN DA FUNK,"$312,989","$511,130",61.2%,$43.85,$75,7138,8512,8,83.9%
1998-12-13,CABARET,"$443,017","$547,720",80.9%,$69.85,$80,6342,7360,8,86.2%
1998-12-13,CATS,"$405,851","$717,669",56.6%,$44.88,$70,9044,11856,8,76.3%
1998-12-13,CHICAGO,"$663,181","$649,630",102.1%,$57.65,$75,11504,11680,8,98.5%
1998-12-13,ELECTRA,"$308,391","$405,430",76.1%,$39.76,$60,7757,8688,8,89.3%
1998-12-13,FOOL MOON,"$189,834","$387,288",49.0%,$36.50,$55,5201,8320,8,62.5%
1998-12-13,FOOTLOOSE,"$495,562","$668,386",74.1%,$61.66,$75,8037,10832,8,74.2%
1998-12-13,I'M STILL HERE...DAMN IT!,"$117,834","$209,619",56.2%,$46.34,$55,2543,4686,6,54.3%
1998-12-13,JEKYLL AND HYDE,"$452,147","$550,486",82.1%,$58.03,$75,7791,8520,8,91.4%
1998-12-13,LES MISÉRABLES - ORIGINAL,"$476,569","$604,476",78.8%,$49.13,$75,9700,11304,8,85.8%
1998-12-13,LITTLE ME,"$168,301","$299,400",56.2%,$44.44,$75,3787,3992,8,94.9%
1998-12-13,MISS SAIGON,"$461,498","$629,523",73.3%,$49.11,$75,9397,13944,8,67.4%
1998-12-13,ON THE TOWN 1988,"$466,269","$891,761",52.3%,$43.56,$75,10703,15224,8,70.3%
1998-12-13,PARADE,"$334,446","$450,009",74.3%,$41.68,$75,8025,8720,8,92.0%
1998-12-13,PETER PAN 1990-1991,"$626,248","$778,158",80.5%,$58.29,$75,10744,12760,8,84.2%
1998-12-13,RAGTIME 1997-2000,"$879,708","$892,172",98.6%,$61.35,$75,14339,14496,8,98.9%
1998-12-13,RENT,"$495,383","$528,739",93.7%,$59.07,$75,8386,9448,8,88.8%
1998-12-13,SIDE MAN,"$191,460","$308,686",62.0%,$37.95,$60,5045,6440,8,78.3%
1998-12-13,SMOKEY JOE'S CAFE,"$375,084","$611,820",61.3%,$52.44,$75,7152,9696,8,73.8%
1998-12-13,SWAN LAKE,"$368,930","$622,124",59.3%,$53.02,$75,6958,10528,8,66.1%
1998-12-13,THE BEAUTY QUEEN OF LEENANE,"$228,305","$382,019",59.8%,$45.54,$60,5013,7576,8,66.2%
1998-12-13,THE BLUE ROOM,"$213,055","$303,236",70.3%,$37.05,$60,5750,6354,6,90.5%
1998-12-13,THE LION KING,"$933,996","$903,150",103.4%,$58.56,$80,15949,15705,9,101.6%
1998-12-13,THE PHANTOM OF THE OPERA,"$683,677","$738,581",92.6%,$56.44,$75,12113,12872,8,94.1%
1998-12-13,THE SCARLET PIMPERNEL,"$514,255","$832,827",61.7%,$44.55,$75,11544,13680,8,84.4%
1998-12-13,THE SOUND OF MUSIC,"$471,347","$744,624",63.3%,$59.51,$75,7920,11496,8,68.9%
1998-12-13,TITANIC,"$458,469","$715,255",64.1%,$49.99,$75,9172,11800,8,77.7%
1998-12-06,ART,"$285,995","$456,072",62.7%,$47.26,$60,6051,8576,8,70.6%
1998-12-06,BEAUTY AND THE BEAST,"$724,041","$807,286",89.7%,$57.84,$75,12519,13920,8,89.9%
1998-12-06,BRING IN DA NOISE BRING IN DA FUNK,"$293,399","$511,130",57.4%,$43.31,$75,6775,8512,8,79.6%
1998-12-06,CABARET,"$474,939","$553,800",85.8%,$69.23,$80,6860,7360,8,93.2%
1998-12-06,CATS,"$423,982","$717,669",59.1%,$44.70,$70,9485,11856,8,80.0%
1998-12-06,CHICAGO,"$663,573","$649,630",102.1%,$58.03,$75,11435,11680,8,97.9%
1998-12-06,ELECTRA,"$217,141","$354,751",61.2%,$37.37,$60,5811,7602,7,76.4%
1998-12-06,FOOL MOON,"$216,292","$387,288",55.8%,$39.36,$55,5495,8320,8,66.0%
1998-12-06,FOOTLOOSE,"$476,383","$668,386",71.3%,$56.61,$75,8415,10832,8,77.7%
1998-12-06,I'M STILL HERE...DAMN IT!,"$117,206","$209,619",55.9%,$40.44,$55,2898,4686,6,61.8%
1998-12-06,JEKYLL AND HYDE,"$438,021","$550,486",79.6%,$57.79,$75,7580,8520,8,89.0%
1998-12-06,LES MISÉRABLES - ORIGINAL,"$469,793","$604,476",77.7%,$49.66,$75,9461,11304,8,83.7%
1998-12-06,LITTLE ME,"$150,572","$299,400",50.3%,$45.11,$75,3338,3992,8,83.6%
1998-12-06,MISS SAIGON,"$460,006","$629,523",73.1%,$48.38,$75,9508,13944,8,68.2%
1998-12-06,ON THE TOWN 1988,"$505,493","$891,761",56.7%,$42.95,$75,11769,15224,8,77.3%
1998-12-06,PARADE,"$353,664","$450,009",78.6%,$42.51,$75,8319,8720,8,95.4%
1998-12-06,PETER PAN 1990-1991,"$601,004","$778,158",77.2%,$56.13,$75,10707,12760,8,83.9%
1998-12-06,RAGTIME 1997-2000,"$875,258","$892,172",98.1%,$61.22,$75,14297,14496,8,98.6%
1998-12-06,RENT,"$493,435","$528,739",93.3%,$58.17,$75,8483,9448,8,89.8%
1998-12-06,SIDE MAN,"$189,632","$308,686",61.4%,$38.25,$60,4958,6440,8,77.0%
1998-12-06,SMOKEY JOE'S CAFE,"$384,176","$611,820",62.8%,$55.40,$75,6935,9696,8,71.5%
1998-12-06,SWAN LAKE,"$392,109","$622,124",63.0%,$52.15,$75,7519,10528,8,71.4%
1998-12-06,THE BEAUTY QUEEN OF LEENANE,"$244,864","$382,019",64.1%,$45.57,$60,5373,7576,8,70.9%
1998-12-06,THE BLUE ROOM,"$298,431","$353,776",84.4%,$39.79,$60,7500,7413,7,101.2%
1998-12-06,THE LION KING,"$822,221","$812,835",101.2%,$57.91,$80,14198,13960,8,101.7%
1998-12-06,THE PHANTOM OF THE OPERA,"$670,569","$738,581",90.8%,$56.87,$75,11792,12872,8,91.6%
1998-12-06,THE SCARLET PIMPERNEL,"$517,496","$832,827",62.1%,$46.01,$75,11247,13680,8,82.2%
1998-12-06,THE SOUND OF MUSIC,"$515,940","$744,624",69.3%,$61.55,$75,8383,11496,8,72.9%
1998-12-06,TITANIC,"$485,517","$715,255",67.9%,$55.27,$75,8784,11800,8,74.4%
1998-11-29,ART,"$303,600","$456,072",66.6%,$48.34,$60,6281,8576,8,73.2%
1998-11-29,BEAUTY AND THE BEAST,"$774,813","$807,286",96.0%,$58.84,$75,13169,13920,8,94.6%
1998-11-29,BRING IN DA NOISE BRING IN DA FUNK,"$369,678","$511,130",72.3%,$50.23,$75,7360,8512,8,86.5%
1998-11-29,CABARET,"$475,201","$553,800",85.8%,$68.74,$80,6913,7360,8,93.9%
1998-11-29,CATS,"$539,119","$717,669",75.1%,$53.19,$70,10136,11856,8,85.5%
1998-11-29,CHICAGO,"$694,504","$649,630",106.9%,$58.83,$75,11805,11680,8,101.1%
1998-11-29,ELECTRA,"$136,368","$405,430",33.6%,$32.64,$60,4178,8688,8,48.1%
1998-11-29,FOOL MOON,"$239,817","$387,288",61.9%,$42.07,$55,5701,8320,8,68.5%
1998-11-29,FOOTLOOSE,"$600,915","$668,386",89.9%,$61.10,$75,9835,10832,8,90.8%
1998-11-29,GETTING AND SPENDING,"$46,263","$164,360",28.1%,$41.87,$60,1105,4696,8,23.5%
1998-11-29,I'M STILL HERE...DAMN IT!,"$143,026","$209,619",68.2%,$43.59,$55,3281,4686,6,70.0%
1998-11-29,JEKYLL AND HYDE,"$463,009","$550,486",84.1%,$58.45,$75,7922,8520,8,93.0%
1998-11-29,LES MISÉRABLES - ORIGINAL,"$618,223","$604,476",102.3%,$56.18,$75,11005,11304,8,97.4%
1998-11-29,LITTLE ME,"$211,275","$299,400",70.6%,$53.10,$75,3979,3992,8,99.7%
1998-11-29,MISS SAIGON,"$610,606","$629,523",97.0%,$50.19,$75,12165,13944,8,87.2%
1998-11-29,ON THE TOWN 1988,"$480,953","$891,761",53.9%,$42.55,$75,11303,15224,8,74.2%
1998-11-29,PARADE,"$322,084","$450,009",71.6%,$43.61,$75,7385,8720,8,84.7%
1998-11-29,PETER PAN 1990-1991,"$652,741","$778,158",83.9%,$54.89,$75,11892,12760,8,93.2%
1998-11-29,RAGTIME 1997-2000,"$891,889","$892,172",100.0%,$62.08,$75,14367,14496,8,99.1%
1998-11-29,RENT,"$564,334","$528,739",106.7%,$59.06,$75,9555,9448,8,101.1%
1998-11-29,SIDE MAN,"$194,111","$308,686",62.9%,$43.32,$60,4481,6440,8,69.6%
1998-11-29,SMOKEY JOE'S CAFE,"$426,942","$611,820",69.8%,$55.01,$75,7761,9696,8,80.0%
1998-11-29,SWAN LAKE,"$419,135","$622,124",67.4%,$52.08,$75,8048,10528,8,76.4%
1998-11-29,THE BEAUTY QUEEN OF LEENANE,"$223,902","$382,019",58.6%,$48.72,$60,4596,7576,8,60.7%
1998-11-29,THE BLUE ROOM,"$142,964","$151,617",94.3%,$45.26,$60,3159,3177,3,99.4%
1998-11-29,THE LION KING,"$846,977","$812,835",104.2%,$59.63,$80,14204,13960,8,101.7%
1998-11-29,THE PHANTOM OF THE OPERA,"$818,253","$738,581",110.8%,$62.61,$75,13069,12872,8,101.5%
1998-11-29,THE SCARLET PIMPERNEL,"$532,902","$832,827",64.0%,$49.67,$75,10729,13680,8,78.4%
1998-11-29,THE SOUND OF MUSIC,"$646,051","$744,624",86.8%,$62.90,$75,10271,11496,8,89.3%
1998-11-29,TITANIC,"$554,156","$715,255",77.5%,$59.22,$75,9357,11800,8,79.3%
1998-11-22,ART,"$245,060","$456,072",53.7%,$46.87,$60,5228,8576,8,61.0%
1998-11-22,BEAUTY AND THE BEAST,"$635,457","$807,286",78.7%,$56.15,$75,11317,13920,8,81.3%
1998-11-22,BRING IN DA NOISE BRING IN DA FUNK,"$258,005","$511,130",50.5%,$38.41,$75,6718,8512,8,78.9%
1998-11-22,CABARET,"$450,651","$553,800",81.4%,$68.56,$80,6573,7376,8,89.1%
1998-11-22,CATS,"$318,321","$717,669",44.4%,$45.34,$70,7020,11856,8,59.2%
1998-11-22,CHICAGO,"$651,125","$649,630",100.2%,$58.72,$75,11088,11680,8,94.9%
1998-11-22,ELECTRA,"$96,177","$253,394",38.0%,$29.05,$60,3311,5430,5,61.0%
1998-11-22,FOOL MOON,"$115,803","$387,288",29.9%,$16.84,$55,6876,8320,8,82.6%
1998-11-22,FOOTLOOSE,"$457,646","$668,386",68.5%,$56.89,$75,8044,10832,8,74.3%
1998-11-22,GETTING AND SPENDING,"$42,599","$164,360",25.9%,$40.57,$60,1050,4696,8,22.4%
1998-11-22,I'M STILL HERE...DAMN IT!,"$134,867","$209,619",64.3%,$36.97,$55,3648,4686,6,77.8%
1998-11-22,JEKYLL AND HYDE,"$396,434","$550,486",72.0%,$54.23,$75,7310,8520,8,85.8%
1998-11-22,LES MISÉRABLES - ORIGINAL,"$420,211","$604,476",69.5%,$44.65,$75,9412,11304,8,83.3%
1998-11-22,LITTLE ME,"$159,468","$299,400",53.3%,$44.09,$75,3617,3992,8,90.6%
1998-11-22,MISS SAIGON,"$429,706","$629,523",68.3%,$40.47,$75,10617,13944,8,76.1%
1998-11-22,ON THE TOWN 1988,"$407,049","$891,761",45.6%,$30.33,$75,13419,15224,8,88.1%
1998-11-22,PARADE,"$250,163","$450,009",55.6%,$33.75,$75,7413,7630,7,97.2%
1998-11-22,PETER PAN 1990-1991,"$337,479","$405,356",83.3%,$55.27,$75,6106,7975,5,76.6%
1998-11-22,RAGTIME 1997-2000,"$831,417","$892,172",93.2%,$60.55,$75,13730,14496,8,94.7%
1998-11-22,RENT,"$479,480","$528,739",90.7%,$57.67,$75,8314,9448,8,88.0%
1998-11-22,SIDE MAN,"$169,888","$308,686",55.0%,$34.75,$60,4889,6440,8,75.9%
1998-11-22,SMOKEY JOE'S CAFE,"$301,090","$611,820",49.2%,$48.25,$75,6240,9696,8,64.4%
1998-11-22,SWAN LAKE,"$448,528","$622,124",72.1%,$53.43,$75,8395,10528,8,79.7%
1998-11-22,THE BEAUTY QUEEN OF LEENANE,"$243,718","$382,019",63.8%,$47.55,$60,5125,7576,8,67.6%
1998-11-22,THE LION KING,"$821,097","$812,835",101.0%,$57.82,$80,14201,13960,8,101.7%
1998-11-22,THE PHANTOM OF THE OPERA,"$631,472","$738,581",85.5%,$56.51,$75,11175,12872,8,86.8%
1998-11-22,THE SCARLET PIMPERNEL,"$427,214","$832,827",51.3%,$41.65,$75,10258,13680,8,75.0%
1998-11-22,THE SOUND OF MUSIC,"$488,460","$744,624",65.6%,$53.16,$75,9189,11496,8,79.9%
1998-11-22,TITANIC,"$434,320","$715,255",60.7%,$51.13,$75,8494,11800,8,72.0%
1998-11-15,ART,"$292,084","$456,072",64.0%,$46.00,$60,6349,8576,8,74.0%
1998-11-15,AZNAVOUR,"$357,557","$501,740",71.3%,$54.00,$75,6621,9540,6,69.4%
1998-11-15,BEAUTY AND THE BEAST,"$697,668","$807,286",86.4%,$57.81,$75,12068,13920,8,86.7%
1998-11-15,BRING IN DA NOISE BRING IN DA FUNK,"$282,311","$511,130",55.2%,$38.55,$75,7323,8512,8,86.0%
1998-11-15,CABARET,"$163,973","$207,330",79.1%,$64.43,$80,2545,2766,3,92.0%
1998-11-15,CATS,"$395,154","$717,669",55.1%,$45.71,$70,8644,11856,8,72.9%
1998-11-15,CHICAGO,"$657,188","$649,630",101.2%,$58.46,$75,11241,11680,8,96.2%
1998-11-15,FOOTLOOSE,"$559,007","$668,386",83.6%,$56.39,$75,9914,10832,8,91.5%
1998-11-15,GETTING AND SPENDING,"$71,849","$164,360",43.7%,$34.31,$60,2094,4696,8,44.6%
1998-11-15,I'M STILL HERE...DAMN IT!,"$112,786","$209,619",53.8%,$29.69,$55,3799,4686,6,81.1%
1998-11-15,JEKYLL AND HYDE,"$438,066","$550,486",79.6%,$55.71,$75,7864,8520,8,92.3%
1998-11-15,LES MISÉRABLES - ORIGINAL,"$477,703","$604,476",79.0%,$46.73,$75,10222,11304,8,90.4%
1998-11-15,LITTLE ME,"$158,330","$299,400",52.9%,$50.89,$75,3111,3992,8,77.9%
1998-11-15,MISS SAIGON,"$484,435","$629,523",77.0%,$41.88,$75,11568,13944,8,83.0%
1998-11-15,ON THE TOWN 1988,"$375,514","$399,939",93.9%,$35.07,$44,10708,11418,6,93.8%
1998-11-15,PARADE,"$170,425","$450,009",37.9%,$32.30,$75,5277,5450,5,96.8%
